Producto,Precio,URL,Calif,No_Calif,1 estrella,2 estrellas,3 estrellas,4 estrellas,5 estrellas
"Gigwi Ball Pelota para Perro Chillona Masticable Super Resistente con Colores Llamativos Juguetes para Perro, 3 Tamaños, para Perro Chico, Mediano y Grande, Pelotas de Plastico Resistente a Mordidas Libre de BPA",169.00,https://www.amazon.com.mx/Chillona-Masticable-Resistente-Llamativos-Juguetes/dp/B0B4ZDDJN6,5 de 5,1 calificación global,0%,0%,0%,0%,100%
"Chiwava 4 Piezas 2.4"" Squeak látex Juguetes Pelota Balones Deportivos Conjuntos IR a Buscar Juguete Interactivo para Perro pequeño de Colores Surtidos",198.00,https://www.amazon.com.mx/Chiwava-Pelotas-peque%C3%B1os-medianos-interactivos/dp/B07QHW94K2,4.4 de 5,"2,440 calificaciones globales",5%,3%,7%,12%,73%
Nylabone Small Puppy Teething Dinosaur Chew Toy,154.54,https://www.amazon.com.mx/Nylabone-Small-Puppy-Teething-Dinosaur/dp/B01H5079I8,4.4 de 5,"8,955 calificaciones globales",5%,4%,10%,14%,68%
KONG Juguete para Perro/CrunchAir Balls Small (3 pzas),149.00,https://www.amazon.com.mx/KONG-Pelotas-Crunch-Chicas-Piezas/dp/B07NHMJ21Q,3.8 de 5,140 calificaciones globales,19%,5%,7%,12%,57%
"Kong Grinz Dog Treat Ball, Multicolor, Mediano",159.00,https://www.amazon.com.mx/KONG-Grinz-Treat-Multicolor-Mediano/dp/B00WG9ZE0Y,4.3 de 5,365 calificaciones globales,3%,6%,13%,17%,60%
MATCHI Juguetes para Perros ansiosos Rompecabezas Interactivo Dispensador de Comida para Perro Premios en Forma de Huellita Juguetes para Perro antiestres (Azul),343.00,https://www.amazon.com.mx/MATCHI-Rompecabezas-Interactivo-Dispensador-antiestres/dp/B09MDZ9Z7F,4.8 de 5,18 calificaciones globales,0%,0%,8%,8%,85%
"PATITAS FELICES. MÁS HUELLAS, MÁS AMOR. Juguete para Perro, Pelota para Perro DISPENSA PREMIOS CROQUETAS 7.7 CM. Pelota Resistente",131.00,https://www.amazon.com.mx/PATITAS-FELICES-M%C3%81S-HUELLAS-AMOR/dp/B098TV7TDW,5 de 5,1 calificación global,0%,0%,0%,0%,100%
"Wolfi Juguetes para morder para Perro Huesos para Masticar para Mascota de Caucho Natural, Resistente a mordeduras",279.99,https://www.amazon.com.mx/Wolfi-Juguetes-Masticar-Resistente-mordeduras/dp/B08SPSCTVT,4.3 de 5,24 calificaciones globales,6%,5%,7%,16%,65%
"Loving Pets Diner Flexible en Forma de Hueso para Perros, Ciruela",157.48,https://www.amazon.com.mx/Loving-Pets-Shaped-Diner-Small/dp/B01J5ABN0Q,4.3 de 5,"2,278 calificaciones globales",5%,3%,10%,18%,64%
"THE SMALL MOMENT Juguete para Perro para morder en Forma de mazorca de maíz para Perros mordedores, Resistente e Indestructible con función de Limpieza Dental, IQ Training e Interactivo (Amarillo)",379.00,https://www.amazon.com.mx/SMALL-MOMENT-masticadores-Resistente-cepilladora/dp/B08P9WZXMW,4.5 de 5,12 calificaciones globales,0%,0%,18%,12%,71%
Fancy Pets Juguete en Forma de Pez Rellenable Congelable Cool,129.00,https://www.amazon.com.mx/Fancy-Pets-Juguete-pez-CONGELABLE/dp/B07VP67YGZ,4.1 de 5,35 calificaciones globales,5%,10%,9%,16%,59%
Paquete 2 Huesos Flexibles Sabor Pollo Y Original Petite,124.35,https://www.amazon.com.mx/Paquete-Huesos-Flexibles-Original-Petite/dp/B0002DGKJA,4.3 de 5,"2,920 calificaciones globales",6%,4%,8%,15%,67%
"MASCRETTA Set de 3 Juguetes para Perro con diseño de Hueso. Peluches para Perro mordibles con Sonido al presionar. Juguetes chillones de Peluche para Razas Chicas, Medianas o Grandes. Squeaky Dog Toy",289.99,https://www.amazon.com.mx/MASCRETTA-Juguetes-mordibles-presionar-chillones/dp/B09J5VSTH2,N/A,N/A,0%,0%,0%,0%,0%
KONG Pelota Wavz Bunjiball Mediana,214.50,https://www.amazon.com.mx/KONG-Pelota-Mediana-Cuerda-El%C3%A1stica/dp/B086MFRMGQ,4.2 de 5,27 calificaciones globales,0%,7%,27%,5%,61%
KONG Juguete para Perro/Balón Flexible Mediano/Grande,345.00,https://www.amazon.com.mx/KONG-Juguete-Flexible-Mediano-Grande/dp/B082VLKQD8,4.4 de 5,"1,204 calificaciones globales",6%,3%,6%,12%,73%
MASCRETTA Juguetes para Perro con diseño Suave y Llamativo. Peluche para Perro mordible con Sonido al presionar. Juguetes para Mascotas. Juguetes para Perro Grande o Mediano. Dog Plush Toy (Pato),299.99,https://www.amazon.com.mx/MASCRETTA-Juguetes-Llamativo-presionar-Mascotas/dp/B08WCNL5T2,4.5 de 5,123 calificaciones globales,3%,5%,6%,7%,78%
"GoDog Dragons con tecnología de protección para masticar, Coral, Pequeño",277.97,https://www.amazon.com.mx/goDog-Dragons-tecnolog%C3%ADa-protecci%C3%B3n-masticar/dp/B0035XUBKI,4.6 de 5,167 calificaciones globales,3%,2%,8%,10%,77%
"Rmolitty Juguetes para perros chirriantes para masticadores agresivos, indestructibles y duraderos juguetes para masticar la dentición del perro, con sabor a tocino real, huesos para perros medianos y grandes, nailon natural no tóxico (bacon)",337.77,https://www.amazon.com.mx/Rmolitty-chirriantes-masticadores-agresivos-indestructibles/dp/B09GY7CFG2,4.2 de 5,376 calificaciones globales,8%,6%,9%,16%,61%
"<25 agujeros> Smart Paws - Rompecabezas interactivo para mascotas, alimentador lento para perros de nivel 3, alimentador de rompecabezas para perros, juguete de conejo",326.59,https://www.amazon.com.mx/agujeros-Smart-Paws-Rompecabezas-rompecabezas/dp/B09CTBCNCG,4.4 de 5,549 calificaciones globales,4%,5%,9%,18%,65%
Fancy Pets Bola de Cuerda Tejida para Perro con 8 Centímetros de Diámetro Varios Colores,68.80,https://www.amazon.com.mx/Cuerda-Tejida-Cent%C3%ADmetros-Di%C3%A1metro-Colores/dp/B01522MCZQ,4.6 de 5,49 calificaciones globales,0%,8%,5%,7%,80%
"Fancy Pets Doggie Grass Chico de Entrenamiento para Perro + Juguete en Forma de Hueso de Caucho para Perro, Varios Colores",$725.21,https://www.amazon.com.mx/Fancy-Pets-Entrenamiento-Juguete-Colores/dp/B09XVYLCJD,4.4 de 5,"5,780 calificaciones globales",4%,2%,8%,17%,69%
"Juguete para perros con ventosa para masticadores agresivos, rompecabezas interactivos, juguetes de guerra para perros pequeños, medianos y grandes, multifuncionales, juguetes de cuerda de bola con limpieza de dientes y dispensación de alimentos",221.84,https://www.amazon.com.mx/masticadores-rompecabezas-interactivos-multifuncionales-dispensaci%C3%B3n/dp/B09FJQKCHS,2.2 de 5,14 calificaciones globales,58%,10%,11%,0%,21%
"SPOWAY Juguetes para Perros,Juguetes Interactivos para Perros al Aire Libre de Fútbol Multifuncional,Adecuados para Agua,Hierba,Playa,Parque Infantil",329.00,https://www.amazon.com.mx/SPOWAY-Juguetes-Interactivos-Multifuncional-Adecuados/dp/B0B12VV497,N/A,N/A,0%,0%,0%,0%,0%
"HEEPDD Juguete del tirón de la mordedura del Perro, Almohada Durable de la mordedura del Juguete del tirón del Perro del Yute con Dos manijas",417.00,https://www.amazon.com.mx/HEEPDD-Juguete-mordedura-Almohada-Durable/dp/B07TCHFVV9,4.3 de 5,20 calificaciones globales,6%,0%,11%,22%,62%
2 Piezas Juguete para Perro EN Forma DE Pelota con Cuerda Juguete Resistente,227.00,https://www.amazon.com.mx/Piezas-Juguete-Pelota-Cuerda-Resistente/dp/B09YFH77NF,N/A,N/A,0%,0%,0%,0%,0%
"PATITAS FELICES. MÁS HUELLAS, MÁS AMOR. : 2 Piezas Pelota DISPENSA PREMIOS CROQUETAS para Perro 1 Juguete para Perro Hueso con Superficie Dentada Juguete Resistente MORDER",189.00,https://www.amazon.com.mx/PATITAS-FELICES-M%C3%81S-HUELLAS-AMOR/dp/B0B1TR9RMM,N/A,N/A,0%,0%,0%,0%,0%
"Friday the 13th Warner Bros. Películas de Terror Jason Voorhees Figura de Peluche para Perros | Juguete Mediano para Perros de la colección | Juguete chirriante para Perros de Halloween, 9 Pulgadas",236.14,https://www.amazon.com.mx/Friday-13th-Pel%C3%ADculas-colecci%C3%B3n-chirriante/dp/B09CQFWM9V,5 de 5,3 calificaciones globales,0%,0%,0%,0%,100%
"ZJchao 9.5""Pelota De Tenis Grande para Mascotas Juguete Mega Jumbo Perros De Juego DiversióN Deportes Al Aire Libre Cricket De Playa",482.00,https://www.amazon.com.mx/ZJchao-Mascotas-Juguete-Diversi%C3%B3N-Deportes/dp/B01D4EM4KW,3.4 de 5,290 calificaciones globales,27%,7%,10%,9%,46%
Kong juguete Interactivo clasico para cachorro rosa/azul mediano,209.00,https://www.amazon.com.mx/juguete-Interactivo-clasico-cachorro-mediano/dp/B0002AR182,4.7 de 5,"13,804 calificaciones globales",1%,1%,7%,10%,80%
3 Piezas Juguete para Perro EN Forma DE Pelota con Sonido Juguete Resistente DE 8.5 CM,292.00,https://www.amazon.com.mx/Piezas-Juguete-Pelota-Sonido-Resistente/dp/B09YZY54QS,N/A,N/A,0%,0%,0%,0%,0%
